state_ut,district,year,rape,kidnapping_abduction,dowry_deaths,assault_intnt_outrage_modesty,inslt_modesty_women,cruelty_husban_reltvs,in_trafficking
karnataka,bellary,2013,36,23,5,99,0,58,0
karnataka,bidar,2013,18,31,7,82,9,112,0
karnataka,bijapur,2013,28,21,2,94,0,92,0
karnataka,cbpura,2013,33,16,17,57,0,51,0
karnataka,chamarajnagar,2013,16,15,4,95,0,25,0
karnataka,chickmagalur,2013,21,36,7,141,0,69,0
karnataka,chitradurga,2013,31,27,7,178,0,64,0
karnataka,dakshin kannada,2013,14,15,0,72,2,45,0
karnataka,davanagere,2013,33,21,14,167,5,127,0
karnataka,dharwad commr.,2013,16,75,4,37,5,85,0
karnataka,dharwad rural,2013,18,0,1,34,0,27,0
karnataka,gadag,2013,18,10,1,40,0,36,0
karnataka,gulbarga,2013,54,46,8,125,0,122,0
karnataka,hassan,2013,61,47,12,182,0,157,0
karnataka,haveri,2013,18,0,1,80,0,55,0
karnataka,k.g.f.,2013,23,7,6,13,0,15,0
karnataka,kodagu,2013,26,17,2,40,2,41,0
karnataka,kolar,2013,20,9,3,25,0,25,0
karnataka,koppal,2013,22,0,0,39,0,59,0
karnataka,mandya,2013,31,64,19,221,4,160,0
karnataka,mangalore city,2013,20,6,1,54,5,65,0
karnataka,mysore commr.,2013,19,16,12,11,1,43,0
karnataka,mysore rural,2013,26,6,14,69,0,64,0
karnataka,raichur,2013,43,12,3,156,0,162,0
karnataka,railways,2013,1,0,2,3,0,0,0
karnataka,ramanagar,2013,21,41,11,141,0,57,0
karnataka,shimoga,2013,43,51,5,267,4,300,0
karnataka,tumkur,2013,37,16,14,206,0,87,0
karnataka,udupi,2013,22,11,2,67,0,78,0
karnataka,uttar kannada,2013,17,38,6,155,13,94,0
karnataka,yadgiri,2013,16,23,3,123,0,61,0
kerala,alapuzha,2013,45,10,1,293,26,327,0
kerala,ernakulam commr.,2013,40,9,0,169,23,130,0
kerala,ernakulam rural,2013,67,11,2,238,41,177,0
kerala,idukki,2013,67,3,0,218,12,146,0
kerala,kannur,2013,60,12,0,191,11,341,0
kerala,kasargod,2013,81,9,2,163,8,232,0
kerala,kollam commr.,2013,64,16,1,198,17,304,0
kerala,kollam rural,2013,92,12,2,273,14,254,0
kerala,kottayam,2013,47,9,0,251,30,216,0
kerala,kozhikode commr.,2013,30,9,0,110,44,136,0
kerala,kozhikode rural,2013,64,17,0,208,15,292,0
kerala,malappuram,2013,99,5,0,272,20,651,0
kerala,palakkad,2013,93,12,0,161,19,402,0
kerala,pathanamthitta,2013,45,4,1,187,1,113,0
kerala,railways,2013,0,1,0,33,12,0,0
kerala,thrissur commr.,2013,29,2,1,85,17,125,0
kerala,thrissur rural,2013,64,9,3,258,27,387,0
kerala,trivandrum commr.,2013,54,4,1,299,33,154,0
kerala,trivandrum rural,2013,130,26,6,641,27,349,0
kerala,wayanadu,2013,50,5,1,114,7,84,0
madhya pradesh,agar,2013,24,8,1,41,1,30,0
madhya pradesh,alirajpur,2013,29,14,0,14,0,19,0
madhya pradesh,anuppur,2013,84,32,9,115,13,85,0
madhya pradesh,ashok nagar,2013,64,23,8,141,6,40,0
madhya pradesh,balaghat,2013,99,5,6,140,10,92,0
madhya pradesh,barwani,2013,51,39,7,76,9,17,0
madhya pradesh,betul,2013,119,66,7,222,18,92,0
madhya pradesh,bhind,2013,57,49,28,117,0,53,0
madhya pradesh,bhopal,2013,173,102,18,357,52,344,0
madhya pradesh,bhopal rly.,2013,5,2,0,15,4,2,0
madhya pradesh,burhanpur,2013,34,18,5,92,9,42,0
madhya pradesh,chhatarpur,2013,77,38,24,220,0,81,0
madhya pradesh,chhindwara,2013,151,187,9,194,39,145,0
madhya pradesh,damoh,2013,50,20,25,147,0,59,0
madhya pradesh,datiya,2013,27,20,16,64,0,40,0
madhya pradesh,dewas,2013,81,16,8,124,14,101,0
madhya pradesh,dhar,2013,108,169,48,211,18,115,0
madhya pradesh,dindori,2013,76,20,6,120,8,47,0
madhya pradesh,guna,2013,105,23,5,157,18,36,0
madhya pradesh,gwalior,2013,158,53,43,369,47,446,0
madhya pradesh,harda,2013,33,5,3,48,3,16,0
madhya pradesh,hoshangabad,2013,79,76,10,152,17,84,0
madhya pradesh,indore,2013,190,288,31,369,69,350,0
madhya pradesh,indore rly.,2013,3,6,1,9,0,0,0
madhya pradesh,jabalpur,2013,145,151,37,303,67,218,0
madhya pradesh,jabalpur rly.,2013,1,1,1,13,1,1,0
madhya pradesh,jhabua,2013,49,73,0,60,0,10,0
madhya pradesh,katni,2013,65,61,13,206,8,60,0
madhya pradesh,khandwa,2013,97,101,6,179,13,46,1
madhya pradesh,khargon,2013,95,167,34,213,16,111,0
madhya pradesh,mandla,2013,88,14,2,104,11,46,0
madhya pradesh,mandsaur,2013,74,27,4,143,17,145,1
madhya pradesh,morena,2013,60,42,40,116,5,151,0
madhya pradesh,narsinghpur,2013,101,57,16,189,12,115,0
madhya pradesh,neemuch,2013,49,41,0,84,10,62,3
madhya pradesh,panna,2013,45,12,14,85,2,29,0
madhya pradesh,raisen,2013,115,32,9,204,33,94,0
madhya pradesh,rajgarh,2013,120,71,8,203,10,83,0
madhya pradesh,ratlam,2013,88,49,10,89,5,77,2
madhya pradesh,rewa,2013,113,30,47,178,3,127,0
madhya pradesh,sagar,2013,135,55,36,422,40,130,0
madhya pradesh,satna,2013,124,33,35,204,11,135,0
madhya pradesh,seoni,2013,75,39,15,130,8,24,0
madhya pradesh,shahdol,2013,115,96,9,216,9,193,0
madhya pradesh,shajapur,2013,44,20,2,113,7,37,0
madhya pradesh,sheopur,2013,32,6,5,45,3,39,0
madhya pradesh,shivpuri,2013,106,30,14,211,13,78,0
madhya pradesh,sidhi,2013,46,60,17,116,4,70,0
madhya pradesh,sihore,2013,95,36,14,116,11,69,0
madhya pradesh,singrauli,2013,38,78,18,111,2,74,0
madhya pradesh,tikamgarh,2013,67,34,14,140,5,40,0
madhya pradesh,ujjain,2013,113,35,13,232,37,207,0
madhya pradesh,umariya,2013,38,35,5,73,7,58,0
madhya pradesh,vidisha,2013,125,108,20,240,11,123,0
maharashtra,ahmednagar,2013,105,54,10,243,34,397,0
maharashtra,akola,2013,46,24,4,200,35,121,0
maharashtra,amravati commr.,2013,26,22,2,96,27,38,0
maharashtra,amravati rural,2013,78,45,1,317,35,175,0
maharashtra,aurangabad commr.,2013,22,35,5,173,38,151,0
maharashtra,aurangabad rural,2013,36,15,14,167,31,273,0
maharashtra,beed,2013,92,52,5,230,12,382,0
maharashtra,bhandara,2013,40,13,0,74,41,52,0
maharashtra,buldhana,2013,56,15,20,185,66,140,0
maharashtra,chandrapur,2013,88,25,8,179,123,180,0
maharashtra,dhule,2013,40,25,6,58,9,228,0
maharashtra,gadchiroli,2013,33,5,0,53,6,14,0
maharashtra,gondia,2013,52,21,1,94,10,55,0
maharashtra,hingoli,2013,15,12,4,55,2,86,0
maharashtra,jalgaon,2013,58,53,2,238,42,425,0
maharashtra,jalna,2013,35,29,50,132,6,351,0
maharashtra,kolhapur,2013,84,43,14,117,37,204,0
maharashtra,latur,2013,37,38,4,116,3,297,0
maharashtra,mumbai commr.,2013,391,251,21,1163,444,602,0
maharashtra,mumbai rly.,2013,6,5,0,41,5,0,0
maharashtra,nagpur commr.,2013,91,80,4,209,52,218,0
maharashtra,nagpur rly.,2013,2,2,0,15,3,1,0
maharashtra,nagpur rural,2013,75,29,4,149,28,82,0
maharashtra,nanded,2013,64,48,30,135,6,341,0
maharashtra,nandurbar,2013,23,19,1,44,13,75,0
maharashtra,nasik commr.,2013,20,16,7,96,9,181,0
maharashtra,nasik rural,2013,85,36,9,224,21,405,0
maharashtra,navi mumbai,2013,69,36,8,138,55,139,0
maharashtra,osmanabad,2013,48,26,4,127,12,166,0
maharashtra,parbhani,2013,40,37,4,132,6,271,0
maharashtra,pune commr.,2013,171,125,9,304,128,344,0
maharashtra,pune rly.,2013,3,2,0,6,1,0,0
maharashtra,pune rural,2013,150,76,6,277,72,224,0
maharashtra,raigad,2013,42,14,4,92,45,80,0
maharashtra,ratnagiri,2013,27,8,0,82,26,39,0
maharashtra,sangli,2013,77,33,8,141,15,141,0
maharashtra,satara,2013,88,47,4,297,45,201,0
maharashtra,sindhudurg,2013,11,5,0,50,12,12,0
maharashtra,solapur commr.,2013,37,25,1,53,23,63,0
maharashtra,solapur rural,2013,82,25,1,149,28,109,0
maharashtra,thane commr.,2013,182,178,14,467,119,423,0
maharashtra,thane rural,2013,133,52,8,246,100,217,0
maharashtra,wardha,2013,73,47,1,227,35,116,0
maharashtra,washim,2013,26,21,10,153,22,142,0
maharashtra,yavatmal,2013,104,105,12,388,750,381,0
manipur,bishnupur,2013,7,4,0,3,0,1,0
manipur,chandel,2013,1,2,0,0,0,0,0
manipur,churachandpur,2013,0,3,0,2,0,0,0
manipur,cid,2013,0,0,0,0,0,0,0
manipur,imphal east,2013,12,34,0,9,0,8,0
manipur,imphal west,2013,26,42,0,34,0,9,0
manipur,senapati,2013,0,3,0,0,0,1,0
manipur,tamenglong,2013,0,2,0,1,0,0,0
manipur,thoubal,2013,24,32,0,9,0,9,0
manipur,ukhrul,2013,2,3,0,1,0,1,0
meghalaya,garo hills east,2013,5,1,0,6,0,0,0
meghalaya,garo hills north,2013,1,5,0,0,0,1,0
meghalaya,garo hills south,2013,7,1,0,2,0,1,0
meghalaya,garo hills south w.,2013,10,1,0,5,0,0,0
meghalaya,garo hills west,2013,15,1,0,16,0,6,0
meghalaya,jaintia hills east,2013,14,1,0,3,0,0,0
meghalaya,jaintia hills west,2013,24,0,0,10,0,2,0
meghalaya,khasi hills east,2013,55,11,2,32,0,11,0
meghalaya,khasi hills south w.,2013,11,2,0,2,0,2,0
meghalaya,khasi hills west,2013,12,4,0,14,0,0,0
meghalaya,ri-bhoi,2013,29,6,0,8,0,0,0
mizoram,aizawl,2013,37,1,0,37,0,5,0
mizoram,champhai,2013,12,0,0,5,0,0,0
mizoram,kolasib,2013,9,1,0,7,0,0,0
mizoram,lawngtlai,2013,3,0,0,6,0,0,0
mizoram,lunglei,2013,15,0,0,13,0,0,0
mizoram,mamit,2013,5,0,0,5,0,0,0
mizoram,saiha,2013,4,0,0,1,0,0,0
mizoram,serchhip,2013,4,0,0,7,0,0,0
mizoram,spl narcotic,2013,0,0,0,0,0,0,0
mizoram,traffic ps,2013,0,0,0,0,0,0,0
nagaland,dimapur,2013,14,10,1,18,1,4,0
nagaland,kiphire,2013,2,0,0,0,0,0,0
nagaland,kohima,2013,5,0,0,0,0,0,0
nagaland,longleng,2013,0,0,0,0,0,0,0
nagaland,mokokchung,2013,3,0,0,0,0,0,0
nagaland,mon,2013,1,1,0,0,0,0,0
nagaland,peren,2013,1,0,0,0,0,0,0
nagaland,phek,2013,4,0,0,0,0,0,0
nagaland,tuensang,2013,1,0,0,0,0,0,0
nagaland,wokha,2013,0,0,0,0,0,0,0
nagaland,zunheboto,2013,0,0,0,0,0,0,0
odisha,angul,2013,64,113,0,288,7,68,0
odisha,balasore,2013,94,154,49,251,30,396,0
odisha,baragarh,2013,49,42,4,149,14,79,0
odisha,berhampur,2013,33,60,1,183,27,71,0
odisha,bhadrak,2013,69,100,12,136,19,202,0
odisha,bolangir,2013,44,44,11,101,8,42,0
odisha,boudh,2013,49,37,1,107,8,31,0
odisha,cuttack,2013,44,57,29,12,1,28,0
odisha,dcp bbsr,2013,51,91,18,92,26,58,0
odisha,dcp ctc,2013,30,76,2,27,6,183,0
odisha,deogarh,2013,19,7,1,40,1,18,0
odisha,dhenkanal,2013,37,54,17,376,44,54,0
odisha,gajapati,2013,19,8,4,80,6,10,0
odisha,ganjam,2013,80,50,20,407,39,40,0
odisha,jagatsinghpur,2013,40,66,30,177,7,113,0
odisha,jajpur,2013,76,97,35,171,20,169,0
odisha,jharsuguda,2013,21,20,6,88,5,54,0
odisha,kalahandi,2013,55,54,9,157,21,116,0
odisha,kandhamal,2013,43,45,4,101,6,37,0
odisha,kendrapara,2013,53,98,0,26,4,41,0
odisha,keonjhar,2013,115,83,29,244,20,194,0
odisha,khurda,2013,33,56,17,105,8,127,0
odisha,koraput,2013,77,52,5,112,8,63,0
odisha,malkangir,2013,15,16,2,39,6,14,0
odisha,mayurbhanj,2013,142,117,19,343,13,102,0
odisha,nayagarh,2013,30,46,13,13,2,23,0
odisha,nowrangpur,2013,67,70,0,111,13,68,0
odisha,nuapada,2013,24,40,7,120,14,23,0
odisha,puri,2013,58,78,24,56,5,181,0
odisha,rayagada,2013,78,82,3,136,10,48,0
odisha,rourkela,2013,71,59,5,134,17,32,0
odisha,sambalpur,2013,81,46,9,63,7,37,0
odisha,sonepur,2013,17,12,1,67,1,44,0
odisha,srp(cuttack),2013,0,0,0,3,0,1,0
odisha,srp(rourkela),2013,1,5,0,15,0,0,0
odisha,sundargarh,2013,53,32,8,88,3,25,0
punjab,amritsar rural,2013,34,45,3,60,1,50,0
punjab,barnala,2013,17,37,2,11,0,17,0
punjab,batala,2013,31,29,1,26,0,35,0
punjab,bhatinda,2013,52,48,4,57,2,89,0
punjab,cp amritsar,2013,29,53,4,53,4,101,0
punjab,cp jalandhar,2013,41,59,11,78,14,162,0
punjab,cp ludhiana,2013,109,110,13,81,21,140,0
punjab,faridkot,2013,20,17,3,29,0,21,0
punjab,fatehgarh sahib,2013,17,20,1,13,0,47,0
punjab,fazilka,2013,34,32,4,14,4,33,0
punjab,ferozpur,2013,17,28,3,8,0,48,0
punjab,g.r.p,2013,2,2,0,5,0,0,0
punjab,gurdaspur,2013,23,36,3,41,1,44,0
punjab,hoshiarpur,2013,36,28,5,54,0,154,0
punjab,jalandhar rural,2013,39,21,5,51,5,71,0
punjab,kapurthala,2013,30,39,7,40,0,62,0
punjab,khanna,2013,16,17,2,29,6,24,0
punjab,ludhiana rural,2013,17,38,2,18,1,20,0
punjab,mansa,2013,18,9,1,16,2,23,0
punjab,moga,2013,29,35,5,22,0,24,0
punjab,muktsar,2013,18,42,3,20,1,39,0
punjab,pathankot,2013,11,15,0,10,0,32,0
punjab,patiala,2013,56,56,11,84,2,159,0
punjab,ropar,2013,30,42,4,29,0,27,0
punjab,sangrur,2013,56,39,11,48,2,63,0
punjab,sas ngr,2013,51,51,10,92,0,191,0
punjab,sbs nagar,2013,21,8,1,13,1,31,0
punjab,tarn taran,2013,34,31,7,43,0,34,0
rajasthan,ajmer,2013,100,155,16,166,1,863,0
rajasthan,alwar,2013,316,253,42,288,0,707,0
rajasthan,banswara,2013,117,105,13,108,0,205,0
rajasthan,baran,2013,66,102,1,208,0,289,0
rajasthan,barmer,2013,55,25,21,190,0,274,0
rajasthan,bharatpur,2013,164,201,34,156,0,574,0
rajasthan,bhilwara,2013,101,107,8,135,0,652,0
rajasthan,bikaner,2013,100,71,18,63,0,516,0
rajasthan,bundi,2013,63,98,2,117,0,326,0
rajasthan,chittorgarh,2013,93,150,4,142,0,782,1
rajasthan,churu,2013,73,54,10,15,0,420,0
rajasthan,dausa,2013,41,103,11,163,0,221,0
rajasthan,dholpur,2013,56,72,40,28,0,196,0
rajasthan,discom,2013,0,0,0,0,0,0,0
rajasthan,dungarpur,2013,86,104,6,99,0,175,0
rajasthan,g.r.p.ajmer,2013,1,5,1,10,1,0,0
rajasthan,g.r.p.jodhpur,2013,0,0,0,3,0,0,0
rajasthan,ganganagar,2013,151,139,20,127,3,957,0
rajasthan,hanumangarh,2013,105,92,15,121,1,599,0
rajasthan,jaipur east,2013,49,94,5,107,0,267,0
rajasthan,jaipur north,2013,37,86,4,68,0,300,0
rajasthan,jaipur rural,2013,68,99,8,120,0,269,0
rajasthan,jaipur south,2013,42,71,7,39,0,214,0
rajasthan,jaipur west,2013,64,128,5,69,0,329,0
rajasthan,jaisalmer,2013,17,9,4,88,0,37,0
rajasthan,jalore,2013,44,38,12,72,0,180,0
rajasthan,jhalawar,2013,117,113,5,307,5,478,0
rajasthan,jhunjhunu,2013,72,72,12,40,0,405,0
rajasthan,jodhpur east,2013,20,49,1,51,0,205,0
rajasthan,jodhpur rural,2013,50,49,11,88,0,166,0
rajasthan,jodhpur west,2013,50,55,6,90,0,168,0
rajasthan,karauli,2013,48,77,13,79,0,179,0
rajasthan,kota city,2013,86,154,6,101,5,512,0
rajasthan,kota rural,2013,45,65,0,166,0,247,0
rajasthan,nagaur,2013,97,106,20,110,0,500,0
rajasthan,pali,2013,92,138,16,222,0,512,0
rajasthan,pratapgarh,2013,200,138,6,171,0,333,0
rajasthan,rajsamand,2013,40,67,9,72,1,271,0
rajasthan,sawai madhopur,2013,39,68,5,60,0,206,0
rajasthan,sikar,2013,73,133,13,50,0,397,0
rajasthan,sirohi,2013,47,61,8,109,0,213,0
rajasthan,tonk,2013,33,76,5,75,8,352,0
rajasthan,udaipur,2013,167,265,10,336,0,598,0
sikkim,east,2013,22,9,0,16,0,3,0
sikkim,north,2013,1,0,0,0,0,0,0
sikkim,south,2013,15,5,0,8,0,1,0
sikkim,west,2013,5,2,0,5,0,1,0
tamil nadu,ariyalur,2013,10,18,3,23,0,8,0
tamil nadu,chennai,2013,83,42,12,55,155,221,0
tamil nadu,chennai rly.,2013,0,0,0,5,0,1,0
tamil nadu,coimbatore rural,2013,11,17,1,41,7,49,0
tamil nadu,coimbatore urban,2013,17,3,1,15,4,48,0
tamil nadu,cuddalore,2013,36,48,6,8,0,66,0
tamil nadu,dharmapuri,2013,23,151,2,48,1,65,0
tamil nadu,dindigul,2013,13,95,1,46,0,95,0
tamil nadu,erode,2013,14,26,0,25,0,21,0
tamil nadu,kanchipuram,2013,24,9,3,15,0,18,0
tamil nadu,kanyakumari,2013,12,30,1,5,0,118,0
tamil nadu,karur,2013,7,17,0,9,1,11,0
tamil nadu,krishnagiri,2013,8,66,12,48,2,47,0
tamil nadu,madurai rural,2013,33,96,4,73,17,263,0
tamil nadu,madurai urban,2013,16,20,3,23,2,91,0
tamil nadu,nagapattinam,2013,9,21,3,30,23,9,0
tamil nadu,namakkal,2013,23,38,0,57,11,15,0
tamil nadu,nilgiris,2013,15,9,0,18,1,1,0
tamil nadu,perambalur,2013,8,4,0,13,1,5,0
tamil nadu,pudukottai,2013,10,49,3,29,0,39,0
tamil nadu,ramnathapuram,2013,9,23,2,24,2,20,0
tamil nadu,salem rural,2013,26,62,5,62,0,47,0
tamil nadu,salem urban,2013,16,17,1,10,9,49,0
tamil nadu,sivagangai,2013,16,26,4,35,0,87,0
tamil nadu,thanjavur,2013,31,39,0,68,4,46,0
tamil nadu,theni,2013,25,34,5,41,0,62,0
tamil nadu,thirunelveli rural,2013,74,112,6,82,0,486,0
tamil nadu,thirunelveli urban,2013,12,6,0,4,0,18,0
tamil nadu,thiruvallur,2013,21,23,9,11,0,19,0
tamil nadu,thiruvannamalai,2013,50,44,2,31,2,34,0
tamil nadu,thiruvarur,2013,15,17,1,5,0,15,0
tamil nadu,thoothugudi,2013,52,24,2,35,1,64,0
tamil nadu,tiruppur,2013,20,39,8,40,7,91,0
tamil nadu,trichy rly.,2013,0,0,0,3,0,0,0
tamil nadu,trichy rural,2013,23,24,3,40,0,49,0
tamil nadu,trichy urban,2013,10,5,0,18,6,25,0
tamil nadu,vellore,2013,51,82,8,33,57,40,0
tamil nadu,villupuram,2013,67,155,4,127,0,80,0
tamil nadu,virudhunagar,2013,33,25,3,16,0,48,0
tripura,dhalai,2013,17,12,1,38,0,51,0
tripura,gomati,2013,31,28,6,45,2,164,0
tripura,grp,2013,0,0,0,0,0,0,0
tripura,khowai,2013,23,3,4,43,1,42,0
tripura,north,2013,20,9,4,51,0,113,0
tripura,sipahijala,2013,27,13,1,73,0,118,0
tripura,south,2013,32,14,5,38,0,93,0
tripura,unakoti,2013,37,16,5,18,1,51,0
tripura,west,2013,46,29,3,101,3,195,0
uttar pradesh,agra,2013,78,335,98,239,0,399,0
uttar pradesh,aligarh,2013,99,346,73,300,0,455,0
uttar pradesh,allahabad,2013,102,239,66,215,0,322,0
uttar pradesh,ambedkar nagar,2013,15,55,17,16,0,4,0
uttar pradesh,amethi,2013,38,110,16,83,0,35,0
uttar pradesh,amroha,2013,23,92,16,57,0,171,0
uttar pradesh,auraiya,2013,16,70,28,38,0,68,0
uttar pradesh,azamgarh,2013,39,135,36,20,0,155,0
uttar pradesh,badaun,2013,54,128,58,102,0,58,0
uttar pradesh,baghpat,2013,25,72,12,56,0,106,0
uttar pradesh,bahraich,2013,35,140,42,44,0,1,0
uttar pradesh,ballia,2013,18,123,24,107,0,4,0
uttar pradesh,balrampur,2013,23,65,7,24,0,8,0
uttar pradesh,banda,2013,47,113,32,151,0,129,0
uttar pradesh,barabanki,2013,39,78,26,39,0,98,0
uttar pradesh,bareilly,2013,84,291,58,198,0,257,0
uttar pradesh,basti,2013,24,80,11,53,0,44,0
uttar pradesh,bijnor,2013,71,149,31,178,1,6,0
uttar pradesh,bulandshahar,2013,97,255,52,197,2,162,0
uttar pradesh,chandoli,2013,20,46,16,68,1,0,0
uttar pradesh,chitrakoot dham,2013,23,22,14,35,0,7,0
uttar pradesh,deoria,2013,44,145,37,87,0,27,0
uttar pradesh,etah,2013,34,101,32,122,1,99,0
uttar pradesh,etawah,2013,23,74,30,30,0,62,0
uttar pradesh,faizabad,2013,35,135,11,79,1,7,0
uttar pradesh,fatehgarh,2013,25,95,34,30,0,38,0
uttar pradesh,fatehpur,2013,42,112,39,87,0,80,0
uttar pradesh,firozabad,2013,39,187,66,112,0,165,0
uttar pradesh,g.r.p.,2013,3,28,3,84,0,1,0
uttar pradesh,gautambudh nagar,2013,39,150,31,136,6,164,0
uttar pradesh,ghaziabad,2013,84,289,44,233,0,491,0
uttar pradesh,ghazipur,2013,22,93,27,59,1,76,0
uttar pradesh,gonda,2013,24,149,32,62,0,4,0
uttar pradesh,gorakhpur,2013,87,282,39,111,0,95,0
uttar pradesh,hamirpur,2013,50,68,15,117,5,0,0
uttar pradesh,hapur,2013,35,71,21,75,0,52,0
uttar pradesh,hardoi,2013,28,130,24,131,0,122,0
uttar pradesh,hathras,2013,37,86,21,73,0,76,0
uttar pradesh,jalaun,2013,7,52,22,52,0,33,0
uttar pradesh,jaunpur,2013,53,131,60,75,0,77,0
uttar pradesh,jhansi,2013,40,74,24,72,1,65,0
uttar pradesh,kannauj,2013,16,84,26,40,0,59,0
uttar pradesh,kanpur dehat,2013,29,74,32,45,0,67,0
uttar pradesh,kanpur nagar,2013,41,248,56,110,0,239,0
uttar pradesh,kasganj,2013,17,89,24,43,0,27,0
uttar pradesh,kaushambi,2013,27,56,22,108,0,67,0
uttar pradesh,khiri,2013,49,189,57,85,0,152,0
uttar pradesh,kushi nagar,2013,33,143,29,66,0,48,0
uttar pradesh,lalitpur,2013,10,26,11,50,0,18,0
uttar pradesh,lucknow,2013,76,375,60,360,1,920,0
uttar pradesh,maharajganj,2013,28,116,23,40,0,58,0
uttar pradesh,mahoba,2013,30,45,16,61,0,26,0
uttar pradesh,mainpuri,2013,20,142,38,92,0,94,0
uttar pradesh,mathura,2013,59,138,32,99,0,196,0
uttar pradesh,mau,2013,26,94,11,53,1,94,0
uttar pradesh,meerut,2013,109,282,42,277,0,209,0
uttar pradesh,mirzapur,2013,5,8,19,5,0,30,0
uttar pradesh,moradabad,2013,69,173,27,156,1,299,0
uttar pradesh,muzaffarnagar,2013,49,214,25,125,0,270,0
uttar pradesh,pilibhit,2013,30,91,35,67,0,125,0
uttar pradesh,pratapgarh,2013,66,157,30,151,0,39,0
uttar pradesh,raibareilly,2013,43,104,23,66,0,72,0
uttar pradesh,rampur,2013,26,93,19,46,0,119,0
uttar pradesh,saharanpur,2013,34,137,34,90,0,198,0
uttar pradesh,sambhal,2013,42,112,30,94,0,88,0
uttar pradesh,sant kabirnagar,2013,23,60,5,17,0,8,0
uttar pradesh,shahjahanpur,2013,36,116,43,104,0,142,0
uttar pradesh,shamli,2013,34,87,11,66,0,52,0
uttar pradesh,shrawasti,2013,21,50,18,53,0,0,0
uttar pradesh,sidharthnagar,2013,17,59,8,26,0,33,0
uttar pradesh,sitapur,2013,95,256,63,211,0,130,0
uttar pradesh,sonbhadra,2013,32,17,13,22,0,12,0
uttar pradesh,st.ravidasnagar,2013,10,18,13,15,0,19,0
uttar pradesh,sultanpur,2013,29,107,15,87,0,111,0
uttar pradesh,unnao,2013,41,173,44,119,0,190,0
uttar pradesh,varanasi,2013,57,208,36,207,3,347,0
uttarakhand,almora,2013,8,18,2,7,3,9,0
uttarakhand,bageshwar,2013,2,4,1,3,1,2,0
uttarakhand,chamoli,2013,8,35,0,7,0,2,0
uttarakhand,champawat,2013,0,15,1,5,0,1,0
uttarakhand,dehradun,2013,41,148,9,62,27,159,0
uttarakhand,haridwar,2013,75,192,5,76,17,101,0
uttarakhand,nainital,2013,20,55,5,33,11,31,0
uttarakhand,pauri garhwal,2013,3,25,2,11,7,6,0
uttarakhand,pithoragarh,2013,7,19,2,4,2,5,0
uttarakhand,rudra prayag,2013,5,10,4,1,3,3,0
uttarakhand,tehri garhwal,2013,5,14,0,2,0,0,0
uttarakhand,udhamsingh nagar,2013,48,87,12,82,0,116,0
uttarakhand,uttarkashi,2013,6,11,0,2,1,0,0
west bengal,24 parganas north,2013,115,258,35,307,8,1716,0
west bengal,24 parganas south,2013,189,397,49,212,2,1978,0
west bengal,asansol,2013,31,87,15,73,1,467,0
west bengal,bankura,2013,24,36,19,76,0,278,0
west bengal,bdn cp,2013,17,43,6,77,6,229,0
west bengal,birbhum,2013,41,45,12,99,0,245,0
west bengal,bkp cp,2013,41,132,21,197,7,705,0
west bengal,burdwan,2013,41,107,25,123,0,378,0
west bengal,coochbehar,2013,110,141,15,240,1,631,0
west bengal,dakshin dinajpur,2013,35,100,32,69,0,345,0
west bengal,darjeeling,2013,30,35,0,54,2,158,0
west bengal,hooghly,2013,54,163,19,143,11,922,0
west bengal,howrah,2013,23,92,10,131,4,682,0
west bengal,howrah city,2013,22,141,3,215,48,609,0
west bengal,howrah g.r.p.,2013,1,6,2,9,2,1,0
west bengal,jalpaiguri,2013,121,263,12,305,2,779,0
west bengal,jhargram,2013,10,17,6,42,2,62,0
west bengal,kharagpur g.r.p.,2013,2,1,0,10,0,0,0
west bengal,kolkata,2013,75,145,15,707,412,1005,9
west bengal,malda,2013,140,182,14,177,0,597,0
west bengal,murshidabad,2013,215,341,35,407,7,1939,0
west bengal,nadia,2013,87,346,69,213,13,1666,0
west bengal,paschim midnapur,2013,46,155,25,327,17,549,0
west bengal,purab midnapur,2013,53,199,24,126,2,606,0
west bengal,purulia,2013,54,49,8,78,0,158,0
west bengal,sealdah g.r.p.,2013,2,10,0,45,1,2,0
west bengal,siliguri g.r.p.,2013,0,1,0,11,2,0,0
west bengal,siliguri_pc,2013,35,115,5,206,24,616,0
west bengal,uttar dinajpur,2013,71,223,5,234,3,793,0
a&n islands,car,2013,1,0,0,2,2,0,0
a&n islands,north,2013,5,5,0,10,1,5,0
a&n islands,south,2013,21,7,1,33,5,4,0
chandigarh,chandigarh,2013,45,174,1,143,26,92,0
d&n haveli,d&n haveli,2013,5,11,0,1,1,1,0
daman & diu,daman,2013,7,4,0,2,0,2,0
daman & diu,diu,2013,1,2,0,0,0,0,0
delhi,caw,2013,0,0,0,1,0,202,0
delhi,central,2013,71,113,2,174,28,50,0
delhi,crime branch,2013,4,0,0,0,0,0,0
delhi,east,2013,210,428,11,364,133,246,0
delhi,eow,2013,0,0,0,0,0,0,0
delhi,grp(rly),2013,4,5,0,11,1,0,0
delhi,igi airport,2013,0,1,0,9,5,0,0
delhi,metro rail,2013,0,4,1,16,12,2,0
delhi,new delhi,2013,19,35,1,66,25,17,0
delhi,north,2013,53,151,9,164,25,107,0
delhi,north-east,2013,183,513,27,333,30,438,0
